addition method:Sample
152.04535879081413,1427
154.72962661960446,1669
157.41194595734487,1666
160.09231857316445,1655
162.77074623392582,1687
165.44723070423606,1741
168.1217737464449,1729
170.7943771206592,1870
173.46504258472487,1721
176.1337718942541,1844
178.80056680261805,1764
181.46542906094874,1852
184.12836041814262,1647
186.78936262087336,1895
189.44843741358272,1677
192.10558653849148,1693
194.76081173560124,1846
197.41411474269808,1785
200.06549729535436,1589
202.7149611269324,1546
205.36250796859167,1454
208.00813954929072,1359
210.65185759578526,1318
213.29366383264096,1281
215.93355998222978,1291
218.57154776472998,1198
221.20762889814432,1141
223.84180509828548,1201
226.47407807879608,1251
229.10444955113417,1217
231.73292122460043,1147
234.35949480630916,1076
236.98417200123004,907
239.60695451215543,1105
242.22784403973128,956
244.84684228243896,927
247.46395093661522,911
250.07917169645043,796
252.69250625398854,935
255.3039562991289,925
257.9135235196336,931
260.52120960113643,739
263.12701622713394,928
265.73094507899987,815
268.33299783597613,909
270.9331761751946,968
273.53148177165167,904
276.12791629825006,859
278.72248142576245,856
281.31517882287153,811
283.90601015613356,885
286.4949770900257,763
289.08208128690785,743
291.66732440705346,813
294.25070810864963,927
296.8322340477862,680
299.4119038784647,792
301.9897192526132,1007
304.56568182007686,868
307.13979322862906,922
309.71205512396045,1010
312.2824691497044,831
314.85103694742065,902
317.41776015660616,987
319.98264041469884,768
322.5456793570829,1030
325.1068786170872,1089
327.66623982598867,1147
330.22376461301974,1214
332.77945460536284,1093
335.3333114281704,1239
337.8853367045467,1220
340.435532055566,1334
342.9838991002707,1402
345.5304394556715,1608
348.0751547367636,1710
350.61804655650485,1987
353.15911652584873,2356
355.6983662537259,2678
358.235797347048,3339
360.77141141073116,4210
363.30521004767616,5369
365.8371948587792,6739
368.3673674429374,7943
370.8957293970543,9961
373.42228231602894,10525
375.9470277927794,10114
378.46996741823205,8090
380.9911027813305,6050
383.51043546902656,4583
386.02796706630033,3596
388.5436991561601,2703
391.05763331963135,2310
393.5697711357734,1972
396.08011418167916,1711
398.5886640324752,1552
401.09542226132726,1364
403.60039043944926,1409
406.10357013609064,1195
408.6049629185527,1082
411.1045703521868,1072
413.6023940003979,1106
416.09843542465387,954
418.5926961844689,944
421.08517783743446,1174
423.5758819391922,813
426.0648100434646,792
428.55196370204067,792
431.03734446478666,695
433.52095387964437,843
436.0027934926293,683
438.4828648478524,644
440.9611694874984,792
443.43770895185116,776
445.9124847792773,820
448.3854985062517,506
450.85675166732653,609
453.32624579517324,606
455.7939824205514,651
458.25996307234163,677
460.7241892775237,662
463.18666256119104,614
465.6473844465527,588
468.1063564549386,502
470.5635801057924,490
473.01905691668617,477
475.47278840331273,474
477.9247760795042,616
480.3750214572119,489
482.8235260465317,494
485.27029135568955,580
487.7153188910597,495
490.1586101571502,534
492.60016665661897,515
495.0399898902815,448
497.4780813570869,479
499.9144425541508,388
502.34907497674794,434
504.78198011830136,447
507.2131594704024,398
509.6426145228161,486
512.0703467634594,543
514.4963576784357,527
516.9206487520096,564
519.3432214666282,492
521.7640773029161,371
524.1832177396864,348
526.6006442539201,444
529.016358320805,320
531.4303614137025,348
533.8426550041786,434
536.2532405619877,430
538.6621195550852,380
541.0692934496255,404
543.4747637099663,309
545.8785317986749,282
548.2805991765235,429
550.6809673024982,440
553.0796376338021,477
555.4766116258452,228
557.8718907322636,373
560.2654764049184,423
562.6573700938952,447
565.047573247497,415
567.4360873122678,398
569.8229137329836,333
572.2080539526469,489
574.5915094125103,474
576.9732815520601,344
579.3533718090239,414
581.7317816193809,459
584.1085124173533,428
586.4835656354171,371
588.8569427043058,480
591.2286450530064,559
593.59867410876,421
595.9670312970738,341
598.3337180417184,481
600.698735764734,338
603.062085886424,384
605.423769825371,294
